CN1Cc2ccccc2[C@@H](c2ccccc2)N=C1OCc1ccc(NS(C)(=O)=O)cc1,VFUWIUMIQOHXBB-HSZRJFAPSA-N
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCCC3)o2)cc1)c1ccccc1F,RVBJTTMGDQOZRW-UHFFFAOYSA-N
NC(=O)C1CCN(CCc2ccc(Oc3nc4ncccc4s3)cc2)CC1,PQEJDGLTRPZMQD-UHFFFAOYSA-N
CC(C)CN(CC(C)C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,HCFNCEYBYZIOAZ-UHFFFAOYSA-N
CN1CCc2c(sc3c2c2ncnn2c(=O)n3Cc2ccc(Cl)cc2)C1,AXPVGJNPJSMCLA-UHFFFAOYSA-N
CCOC(=O)C1=C(CNC(Cc2ccccc2)C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,XJYGFGMCDYQRRL-UHFFFAOYSA-N
CC1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,XUKROCVZGZNGSI-UHFFFAOYSA-N
O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc(OC(F)(F)F)cc2)cc1,IGCXZPHCSPIQHB-UHFFFAOYSA-N
Cc1nc(C(N)=O)ccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,WEEBXSDEOQNZPK-NLFFAJNJSA-N
Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c3nc(F)ccc23)c1,ZBSBZEVAXLBBKU-UHFFFAOYSA-N
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2ccn[nH]2)CC3)cc1,QCDCMDPVHPUROA-UHFFFAOYSA-N
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,XGYQYWGFJTZEKG-UHFFFAOYSA-N
O=S1(=O)c2ccccc2-c2ccc(N3CCN4CCC3CC4)cc21,YACBGDSMMTUWNX-UHFFFAOYSA-N
Cc1nc2c(C(F)(F)F)cccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,OBUQQSWVYWHDKA-UHFFFAOYSA-N
O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(C(F)(F)F)nc56)(CC3)OC4)nc2N1,KLQSQCOFPGFUBN-UHFFFAOYSA-N
[O-][S+](c1ccccc1)c1ccc(C=Cc2ccc(F)cc2F)nc1,DLASHKPJUVPKQY-UHFFFAOYSA-N
Nc1ccnc(N2CCC(N(C(=O)C3CCCCC3)c3ccccn3)CC2)c1,ITBSYYSBUXVODF-UHFFFAOYSA-N
N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](O)C3)c2c1,VECMGBHRDUHGHR-CTNGQTDRSA-N
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(SCC(=O)N(C)C)cc2C(=O)Nc2ccc(Cl)cn2)cc1,NILVINLVDMICRD-UHFFFAOYSA-N
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1F,NACWNTSDETVYGS-UHFFFAOYSA-N
O=C(NCCN1CCCCC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,LLGOZDNWSZVDOK-UHFFFAOYSA-N
COc1cc(C(O)CN2CCN(CCc3ccc4c(c3C)COC4=O)CC2)ccc1C#N,FIUWMNITVWJXRH-UHFFFAOYSA-N
Cc1ccc(C2(O)CCC(N3CCC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,ANPZZLAVOITWAV-UHFFFAOYSA-N
NC(=O)CN1CCc2nc(-c3ccc(OC4CC(N5CCCCC5)C4)cc3)sc2C1,UANNPKGCOUIQBS-UHFFFAOYSA-N
N/C(CC(O)c1cc2c(F)cc(F)cc2c2cc(C(F)(F)F)ccc12)=N\N=C\c1ccc(F)cc1,AVTWNFHOQOTZCL-RVDKCFQWSA-N
Cn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](C#N)CC3)C2)c2cc(C(F)(F)F)ccc21,YMWLGNDIOUYMFZ-AKAXFMLLSA-N
Cc1ccc(CN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,RLHOWHVHHMGIKE-VQFNDLOPSA-N
COc1ccnc(-c2nnc3n2C[C@H](C)N(C(=O)c2cccc(Cl)c2Cl)C3)c1,MULCYNKNDJVWBS-NSHDSACASA-N
CN(C)c1ccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,ORTDTBDMKNAQPI-OKDASEJXSA-N
COc1cc(-c2cn(CC(=O)N(Cc3ccccc3)[C@H](C)c3ccccc3)nn2)ccc1-n1cnc(C)c1,PSIJAEZLXLRBKM-HSZRJFAPSA-N
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,DOQPXTMNIUCOSY-UHFFFAOYSA-N
Cc1nc(C)c(-c2nnc(CCCCN3CC4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)o1,YXAKPCYFWUAWSP-LEQGEALCSA-N
Cc1csc([C@H](C)C2=C(CCN(C)C)Cc3ccccc32)n1,SQDIKQKCDLMHCF-CQSZACIVSA-N
Cc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1,VBXCDJBVXOKGRQ-UHFFFAOYSA-N
C[C@H]1[C@@H](c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1(=O)=O,ITYMMRKSCDTSQX-JTSKRJEESA-N
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCC(OC)CC1,OQRBJCSMJMYEHI-UHFFFAOYSA-N
COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)nc2)cc(C(=O)Nc2cnc(C)cn2)c1,LMXKBMHONVYAKI-KRWDZBQOSA-N
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4c(cc3CC2)OCC(=O)N4)n1C,HAJIPROMBKTILW-UHFFFAOYSA-N
COC(=O)N1C[C@@H]2C[C@@H](NC3CCOCC3OC)C[C@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,CDJICQCCGCTLLR-KAMXTENUSA-N
O=C(CNc1cc(C(F)(F)F)nc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(O)(c3cncs3)CC2)C1,PCWCPRLYGHIJBK-UHFFFAOYSA-N
O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,YNSKBMXZDCLQIV-MHZLTWQESA-N
Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+]CC1,GQDZLTZKZNPEKT-UHFFFAOYSA-N
Cc1nc2ccccc2n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCSCC1)c1cccc(F)c1,VFCFLBJGQGUVFG-UEEAVMEZSA-N
CCOC(=O)c1c(-c2ccc3c(c2)OCO3)csc1N,WVUMZXGXSXTSDX-UHFFFAOYSA-N
N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,MPBOMYAPVHELFL-JDFRZJQESA-N
O=C1N(CCN2CCCc3sccc3C2)CCN1c1cccc(Cl)c1,KAEBDVFJWYJWBA-UHFFFAOYSA-N
Cc1cc(C[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,PVPXSRWESCVIBD-IBGZPJMESA-N
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N5CCC5)cc4c(=O)c3c2)cn1,LZIMGNJOIGBJMI-UHFFFAOYSA-N
N#Cc1ccc(Cn2cncc2C[N+]C2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1,BSUMYUJPNMFSFC-UHFFFAOYSA-N
O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,QIOGTBSZDDTWRV-MHZLTWQESA-N
Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)c1,OGHYHQNLVCSUMW-UHFFFAOYSA-N
COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,PYEVUJXYLLDVLP-FQEVSTJZSA-N
FC(F)(F)c1ccc(Nc2nc(CN3CCOCC3)nc3cc(-c4ncccc4C(F)(F)F)ccc23)cc1,HBYYKDDASDGOCP-UHFFFAOYSA-N
CN1CCC[C@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccncc2c1=O,RZBPSXCZVILRNE-INIZCTEOSA-N
Cc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cc1,YGDMWGYWZVBWDP-UHFFFAOYSA-N
CC(C)(C)NC(=O)n1nc(NCC(=O)NC2CN([C@H]3CC[C@H](c4ccc5c(c4)OCO5)CC3)C2)c2cc(C(F)(F)F)ccc21,HYZGGNZNVAYPFO-LBZQVFOQSA-N
CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,CPLHAFLWFOQFKD-UHFFFAOYSA-N
COC(=O)N(NC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,HJXINJBZYGSKKL-UHFFFAOYSA-N
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@H](c3ccc4[nH]cnc4c3)CC2)C1,VKTHBCCPYLGDJQ-OQIWPSSASA-N
O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(Cl)cc21,IDVWFRRQOFXIBN-VWLOTQADSA-N
CC(=O)SCC(=O)c1ccc(NS(=O)(=O)c2ccc(OCCCN(C)C)cc2)nc1,KXWBUKMWZKTHCV-UHFFFAOYSA-N
CC(C)(O)[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1,FSQNGXYJUMATLF-JCNLHEQBSA-N
N#Cc1nc(CCCN2CCOCC2C(N)=O)cc(-c2cccc(C(F)(F)F)c2)n1,CSSISWGEWWLJQI-UHFFFAOYSA-N
Cc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,KJQCJXUDPPZASI-OAHLLOKOSA-N
CCOC(=O)N1CCC(C)(CN2CCC3(CC2)CN(S(C)(=O)=O)c2ncccc23)CC1,CPSGCDLKARETBW-UHFFFAOYSA-N
CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,LGJRRERRFSZFTJ-UHFFFAOYSA-N
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(C)C)n2C)CC3)no1,XOPUTZJGNOKLDY-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1.O=CO,AFNIUHMJOXEVTF-UHFFFAOYSA-N
O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,BGHITEUBRBJBOP-SFHVURJKSA-N
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,AIONOLUJZLIMTK-AWEZNQCLSA-N
COc1ccc([C@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(C(=O)N4CCCC4)(c4ccccc4)CC3)C(C)(C)C2)cc1,RMJYPZJDYDKLTB-PUFWETDBSA-N
Cc1c2c(n3c1CCCN1CC(F)CC1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,RWRRZRNJYYDDSN-UHFFFAOYSA-N
CC(C)(C)Oc1cc([C@H](C2=CNC(C(C)(C)O)S2)c2cc[n+]([O-])cc2)ccc1OC(F)F,UEIDYAWIUQPJEB-FIWHBWSRSA-N
O=C(O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,BXSHMKJGVLLOJW-UHFFFAOYSA-N
CC(C)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,ALAVGBJMBKWLAD-KDYLLFBJSA-N
COC1COCCC1N[C@@H]1C[C@H]2C[C@H](C(F)(F)F)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,DVAMLNLIEXHHFO-CSBMRIELSA-N
COc1cc(-c2cn(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)ccc1-n1cnc(C)c1,SXPUHRRIRIQRTP-UHFFFAOYSA-N
CC1CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1C(=O)OCc1ccccc1,UQKHQHYWAJFGDY-UHFFFAOYSA-N
COc1cccc2c1nc(N)n1nc(CN3CCN(c4cnc(C)s4)C[C@H]3C)nc21,OVMXDDOSKRBABS-GFCCVEGCSA-N
c1ncc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1,WVXYZXRHQOUJJQ-UHFFFAOYSA-N
CN1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1,LXHAZNJVVVBJIF-UHFFFAOYSA-N
CCN(C(=O)c1ccccc1Oc1ccccc1)C1CCNC1,IGKPIVYFTICMLH-UHFFFAOYSA-N
NC(=O)CNCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,RTISLUNVDWEWQD-UHFFFAOYSA-N
O[C@H](COc1ccc(F)cc1)CN1CCN(Cc2ccc(Cl)cc2)CC1,PKVDPLXJHQXEOF-IBGZPJMESA-N
COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(c4ccccc4)(N(C)C(C)=O)CC3)C(C)(C)C2)cc1,GFRVKRWERSKLKD-LFOKJVLGSA-N
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccsc3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,SRPFDFNVILUDAI-UHFFFAOYSA-N
Cc1ccc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,FJGPSDKLLKURQL-UHFFFAOYSA-N
[O-][S+](c1ccc(C=Cc2ccc(F)cc2F)nc1)c1ccccc1F,OORCBDUKAGBPKM-UHFFFAOYSA-N
Cc1c(N2CC(C)(CNCCC#N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,VMFMOVFETQULFB-UHFFFAOYSA-N
O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCO[C@@H]1C[C@@H](N1CCC(c3ccccc3)CC1)C2,BKKKDPHEAHYCEP-DFZDUAMZSA-N
COc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,QLRBBYAOCQZZKR-XXBNENTESA-N
O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCO[C@@H]1C[C@@H](NC1CCOCC1)C2,CAGPJJHQNXWRMO-YFVAEKQCSA-N
Fc1ccc(CCN2CCC3(CCc4ccccc4O3)CC2)c(F)c1,HMDHSUIMQILHRP-UHFFFAOYSA-N
COc1c([C@H](O)CN2CCN(C(=O)Cc3ccc(-n4cnnn4)nc3)CC2)ccc2c1COC2=O,JDZPASOANBJWRN-LJQANCHMSA-N
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C)cc4)oc3C)c2)cc1,QQURUBZIWQUADK-UHFFFAOYSA-N
CC(=O)Nc1cccc(N2CCN(CCCCN(C)S(=O)(=O)CC3CCCCC3)CC2)c1,TYHOTEDHXUXEPY-UHFFFAOYSA-N
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6nc(C)sc6c5CC4)n3C)cccc2n1,JOZMHQIYXRYITJ-UHFFFAOYSA-N
Cc1nc2ccccc2n1C1C[C@H]2CC[C@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccc3c(c2)CC(=O)NS3(=O)=O)CC1,WZXVNTZDYONMKR-LOYHVIPDSA-N
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ncccn1,MRGFDPDQMSJIJC-UHFFFAOYSA-N
O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,GXILWBIQFGWJQN-UHFFFAOYSA-N
CC(=O)NC1CC2CCC(C1)N2Cc1ccc(Oc2nc3ncccc3s2)cc1,QZOOKXDESAXLGB-UHFFFAOYSA-N
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)cc4)cc23)CC[C@]1(C)N,BMXQAKOQKCSXGC-XXBNENTESA-N
O=C(NC1CCCC1)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,WZHAQWFZACLGKI-UHFFFAOYSA-N
Cc1ncc(-c2nc(Nc3ccc(C(N)=O)cc3)ncc2F)n1C(C)C,IVFOGWLAPYXYJV-UHFFFAOYSA-N
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,NYQLHIXUWWCSBD-UHFFFAOYSA-N
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCN4CCOCC4)c4ccc(OC(F)F)cc34)nc12,NHFGAFCRDIOQKK-UHFFFAOYSA-N
Nc1ccc([C@H]2CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)nc1,UOPRHVPDLPNSEU-SGNKCFNYSA-N
CN(C)CCN(C)C(=O)c1ccc(-c2ccc([C@H]3CC(F)=NN3c3ccc(C#N)cc3)cc2)cc1,YMVZGPDBCBCXDI-AREMUKBSSA-N
Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)c4)CC3)CC2)c1,CQEUVRXXXLSTIL-UHFFFAOYSA-N
COCCCc1cc(CCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,XYRCXXGEWXZMCD-NEEKEDPPSA-N
O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,GBKRXOMTIVHHGA-UHFFFAOYSA-N
CC(C)(C)OC(=O)N1CC2CC(CN(C[C@H](O)COc3ccc(C#N)cc3)C2)C1,FFDOXSIZJSGXOQ-ACBHZAAOSA-N
CNC[C@@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,UJEHPOIYQOLYRD-ZDUSSCGKSA-N
N[C@@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,JZLUCFJMWJDRIK-ZIAGYGMSSA-N
N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCN(Cc4ccccn4)CC3)cc2C2=CCCCC2)n1,KWLXMAXTGKZBPW-UHFFFAOYSA-N
CCn1cc(C2(c3nn(C)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,RETOYYSEVCBIRN-XJQHNOHDSA-N
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCCC2c2ccc(F)c(F)c2)c1Br,YYTAVUDZQYYPJI-NNBQYGFHSA-N
Cc1cn(-c2ccc(-c3cn(CC(=O)Nc4cccc(Cl)c4Cl)nn3)cc2F)cn1,PRSMZNFUKBHAIS-UHFFFAOYSA-N
CC(c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(F)=C1CCCC1,JHAOVOZLDIGFEL-CSPPYYTDSA-N
CCc1c(C2CCN(CCCSc3ccc(F)cc3)CC2)c2ccc(F)cc2n1CC(=O)O,MPXYNWUUGMMVRW-UHFFFAOYSA-N
O=C(Nc1ccc(-c2nnc(NCCCN3C[C@@H]4CC[C@H]3C4)o2)cc1)c1ccccc1F,ZZEZKGRHVIQWTI-APWZRJJASA-N
N#Cc1ccc(Cn2cncc2CN(CCN2CCNCC2)C2CCN(Cc3cccc(Cl)c3)C2=O)cc1,OAOZPXOXMVMQBZ-UHFFFAOYSA-N
Cc1cccc(N2CCN(CCCCCCN3CCN(c4ccnc5ccccc45)CC3)CC2)c1,YVYMJYSSXPEYLE-UHFFFAOYSA-N
Cc1ccccc1S(=O)(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1,OBRYEOWKEAMGII-VQHVLOKHSA-N
CN(O)C(=O)c1cc2c(CN3CCC[C@H]3C(N)=O)cn(Cc3ccc(F)cc3)c2cn1,XGYYVDZJWSDWDE-IBGZPJMESA-N
Cc1c([C@@H](O)CN2CCC3(CC2)CN(c2ccns2)C(=O)O3)ccc2c1COC2=O,AXGWMCUXLYZWRM-KRWDZBQOSA-N
CCOc1cccc(F)c1[C@]1(O)C(N)=Nc2ccc(Cl)cc21,KNFXVTATVGJJAA-INIZCTEOSA-N
CCC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,LBKFHZJTQVZXBJ-UHFFFAOYSA-N
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)C1=CC(=O)c2cc(F)c(Cl)cc2C1,SZRWFTMTSURZBX-UHFFFAOYSA-N
CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(C(=O)NC(C)C)nc2C)CC1,UKQKNLSWCMOIOV-HXUWFJFHSA-N
CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,GEFDXUZHLNJUMR-HNNXBMFYSA-N
CC1CN(C(=O)C2CNCC2c2ccc(F)cc2F)CC(C)C1(O)c1ccccc1,MXAUIAYYRYRHPY-UHFFFAOYSA-N
Cn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc21,XBPRBIMQCWCMJS-KDYLLFBJSA-N
COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(C)ns2)c1,NXWJQVBBXSGVOG-ZDUSSCGKSA-N
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,RMEDXOLNCUSCGS-UHFFFAOYSA-N
CC(C)Cc1cc(C(=O)NCC2(C#N)CCN(CCc3ccccc3)CC2)nn1-c1ccccc1,MOBKDWMWOOVQRE-UHFFFAOYSA-N
O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,VDHDXBKDWKOEOB-SANMLTNESA-N
C[N+]CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,SNZANDFROOHGOA-UHFFFAOYSA-N
c1ccc(-c2ccc(-c3c[nH]c([C@H]4Cc5c([nH]c6ccccc56)[C@@H](C5CCOCC5)N4)n3)cc2)cc1,XYETXVHXUVDSNG-XRKRLSELSA-N
O=C(O)C1(F)CCN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)CC1,VCLTUEPMXZBALZ-UHFFFAOYSA-N
CC(C)N1CCC(Oc2ccc(N3CCN(C(=O)c4cc(F)cc(F)c4)CC3=O)cc2)CC1.O=CO,BKLPUYQJSHHECO-UHFFFAOYSA-N
Cc1ccc(Nc2nccc3ccc(NC(=O)CCCCCCC(=O)NO)cc23)cc1,DHMRFGYKNXQOFG-UHFFFAOYSA-N
CC#Cc1cc(-c2[nH]nc3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)cs1,BOUXCDDYKRZYGC-UHFFFAOYSA-N
CCS(=O)(=O)c1cc2cc(CC(O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,AUIFRJWXYUNPPV-UHFFFAOYSA-N
COc1ccc2c(c1)CCC1(CCN(CCc3ccc(F)cc3F)CC1)O2,ORRBREIXBAIZTQ-UHFFFAOYSA-N
Cc1cc(Cl)ccc1-c1nc2c(cc1-c1ccc(Cl)cc1)C(N=C(O)C(O)C(F)(F)F)CC(C)(C)O2,CHLLVQZFMABVHW-UHFFFAOYSA-N
CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,ZMCNDHKXQWQHCC-FVUUGDKNSA-N
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C(=O)OC,YKAGGFFRPFADFJ-LLVKDONJSA-N
Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccc(C(F)(F)F)cn6c5CC4)n3C)cccc2n1,KCLMHEWINSXASY-UHFFFAOYSA-N
CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ncccc3N)CC4)c2O1,PUQBNLCHCJXQRV-UHFFFAOYSA-N
O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(CC1CCOCC1)C3,ANUHVXTXGNXMTG-UHFFFAOYSA-N
COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nccc2cc(S(=O)(=O)Nc3ccon3)ccc12,HNKNKWOBIYGMKR-UHFFFAOYSA-N
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)C1CCCCCC1,ZBNQIQUZRBAXNF-UHFFFAOYSA-N
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,YVITVABZYDPMHU-UHFFFAOYSA-N
Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,GMNUDKNXDRQFJE-UHFFFAOYSA-N
CC(C(=O)N[C@]1(c2ccccc2)CC[C@@H](N2CCC3(CCCO3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,WCUJHRSBAKWJAP-VTMPSYGGSA-N
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,CGCKKFFDYBVAMW-UHFFFAOYSA-N
CC(=O)c1nn(-c2ccc(C)cc2)/c(=N/c2nc(-c3ccccc3)cc(-c3ccccc3)c2C#N)s1,UXQSYEMBOCWAPY-OVXWJCGASA-N
O=c1nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1CC(F)(F)F,AIVCREQIHBXHNV-UHFFFAOYSA-N
O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCOCC1)NCC3,MWYHJSSIWDLJIQ-UHFFFAOYSA-N
CC(C)[C@@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,DDAGGHIDQSHQBU-VSGBNLITSA-N
CN(C)c1ccc(/C=C/c2c(F)cccc2F)cn1,YDOGFUMHYSQPOM-SOFGYWHQSA-N
O=C(O)C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,BUZBVOKDNAZIIM-UHFFFAOYSA-N
Cc1coc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,OAFBAMRSEZLVDJ-CKMNQQOVSA-N
CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCC4CCC(c5ccc(Cl)cc5)CC4)cc3)oc12,UJUIYSADEMWXEE-UHFFFAOYSA-N
