smiles,X10,X20,X40,X60,X80,X100,InChIKey
FC(c1ccc(cc1)c1c[nH]c(n1)[C@@H]1N[C@H](C2CCOCC2)c2c(C1)c1ccccc1[nH]2)(F)F,1,1.0,1.0,1.0,1.0,1.0,PXBQRFJOOPDOGZ-FYYLOGMGSA-N
COc1ccc(cc1)C(=O)C1CCN(CC1)CCCc1ccccc1,1,1.0,1.0,1.0,1.0,1.0,JILUFGZBEDOXNA-UHFFFAOYSA-N
Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)N(CC4)CCC4n5cccc5,1,1.0,1.0,1.0,1.0,1.0,NAGKIWFBALBSMD-UHFFFAOYSA-N
Cc1cccc(c1)CCN1CCC(CC1)C(=O)c1ccc(cc1)NS(=O)(=O)C,1,1.0,1.0,1.0,1.0,1.0,OGHYHQNLVCSUMW-UHFFFAOYSA-N
Oc1ccc(cc1)-c2ccc(cc2)C#Cc([n+]3C)cccc3C#Cc(cc4)ccc4-c(cc5)ccc5O,1,1.0,1.0,1.0,1.0,1.0,FALQKBODBYJSPD-UHFFFAOYSA-O
C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(C)n(nc4)-c(cc5Cl)ccc5Cl,1,1.0,1.0,1.0,1.0,1.0,PPHJOGOEUDGEOR-QGZVFWFLSA-N
c1cccc(c12)snc2N(CC3)CCN3CCc(c4)ccc(c45)CC[C@@H]5NC(=O)c6ccno6,1,1.0,1.0,1.0,1.0,1.0,LHFRREYTABIJEO-QFIPXVFZSA-N
Cc1cc(Cl)c(c(Cl)c1)OCCOc2ccc(cc2)[C@H]3CCNC[C@@H]3C(=O)N(C4CC4)Cc(c5)cc(CCCOC)cc5OCCCNC(=O)NCC,1,1.0,1.0,1.0,1.0,1.0,QSMZHNDKHVVMTF-XDSPJLLDSA-N
Cc1cccc(C)c1C(=O)N5CCC(C)(N4CCC(N(c2ccccc2)c3ccccc3)CC4)CC5,1,1.0,1.0,1.0,1.0,1.0,NCDCQNWXYJMYAZ-UHFFFAOYSA-N
CCCCC1(CCCC)NC(Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,FOBFICSYUINKAA-UHFFFAOYSA-N
Clc1ccc(cc1)S(=O)(=O)C(CC2)CCN2CCc(cc3)c(F)cc3F,1,1.0,1.0,1.0,1.0,1.0,BXUOVUWILQWARZ-UHFFFAOYSA-N
Clc1ccc2c(c1)c(NC1CCN(CC1)Cc1ccc3c(c1)cccc3)nc(=O)n2CC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,PHCHRPWAMGPRTQ-UHFFFAOYSA-N
Cn1c(SCCCN2C3CCC2CC(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,UKPYAHVTVCYHSG-UHFFFAOYSA-N
Fc1ccc2c(o[nH0]c2C2CC[N+](CC2)CCC2C(=O)[N+]=3CCCC(O)C=3N=C2C)c1,1,1.0,1.0,1.0,1.0,1.0,PXOYRWCRFQHIQO-UHFFFAOYSA-N
N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CCO3)N1CC[C@@H](NCc3n(C2)cnc3)C1=O,1,1.0,1.0,1.0,1.0,1.0,OBKQMZCTGOCMFK-FGZHOGPDSA-N
O=C1N(CCC1[N+]CCc1[nH0](c[nH0]c1)Cc1ccc(C#N)cc1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,CRIJDVAOEINGLM-UHFFFAOYSA-N
Fc1cc2onc(c2cc1)C1CC[NH+](CC1)CC[C@@H]1C(=NC2=[N+](CCC[C@H]2O)C1=O)C,1,1.0,1.0,1.0,1.0,1.0,IFJXTHMUQNPIKI-IEBWSBKVSA-O
O=C1N(CC[C@@H]1[NH2+]CCc1n(cnc1)Cc1ccc(cc1)C#N)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,SBIMUGAYTIMITB-QFIPXVFZSA-O
Nc1cc(CCCOc2ccc(cc2)C)nc(c1)CCCOc1ccc(cc1)C,1,1.0,1.0,1.0,1.0,1.0,QFABWSMCBRDEAQ-UHFFFAOYSA-N
O1CCC(CC1)[C@H]1N[C@H](Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1cscc1,1,1.0,1.0,1.0,1.0,1.0,GJXBTFZLJZMFBR-TZIWHRDSSA-N
CC(C)(C)COc(cc1)cc2c1Oc(c3[C@]24N=C(N)OC4)ccc(c3)-c5cncc(c5)C#N,1,1.0,1.0,1.0,1.0,1.0,BNJWMFYATZFMQM-SANMLTNESA-N
Clc1ccc(cc1)c1c[nH]c(n1)[C@@H]1N[C@H](C2CCOCC2)c2c(C1)c1ccccc1[nH]2,1,1.0,1.0,1.0,1.0,1.0,VOYCIFHACNYYHC-FYYLOGMGSA-N
c1cccc(c12)c(ns2)N(CC3)CCN3CCc(c4)ccc(c45)[C@H](CC5)NC(=O)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,NATFNVDYLPURMJ-FQEVSTJZSA-N
COc(cc1)c(OC)cc1[C@@](C#N)(C)CCCN(C(C)C)CCc2cc(OC)c(cc2)OC,1,1.0,1.0,1.0,1.0,1.0,VYLABSMQLHGDJB-MHZLTWQESA-N
C1CCCCN1c2cc(/C(=N/[H])N(C)C)ccc2C(=O)Nc(cc3)c(cc3Cl)C(=O)Nc(cc4)ncc4Cl,1,1.0,1.0,1.0,1.0,1.0,IOOYDBYUMRWAKN-JVCXMKTPSA-N
Cc1ccc(cc1)CN1C2CCC1CC(C2)Oc1cccc(c1)C(=O)N,1,1.0,1.0,1.0,1.0,1.0,NBCIMSDAMDKCQO-UHFFFAOYSA-N
CCO/N=C(\c1ccc(c(c1)F)F)/c1ccc(cc1)CN1CC[C@]2(CC1)OCc1c2cnc(c1)F,1,1.0,1.0,1.0,1.0,1.0,CTNRLCXTSKIWEA-FSRJSHLRSA-N
CN(C(=O)CC[C@H](N1Cc2cc(ccc2N=C1N)Oc1ccccc1)C1CCCCC1)C1CCCCC1,1,1.0,1.0,1.0,1.0,1.0,JKQCQYBXDQPJNC-LJAQVGFWSA-N
COc1cc(C=Cc2nc(N)c3c(n2)cccc3)ccc1n1cnc(c1)C,1,1.0,1.0,1.0,1.0,1.0,LYVHIHRHZCSMFT-UHFFFAOYSA-N
COc1ccc(cc1)C1CN(CC1CC(=O)Nc1cccc(c1)Cl)CCCN(S(=O)(=O)c1ccccc1)C,1,1.0,1.0,1.0,1.0,1.0,TWNPKIQHYYMCGF-UHFFFAOYSA-N
N#Cc1ccc(cc1)c1ccc2c(c1)CCN(C2=O)CCN1CCCC1C,1,1.0,1.0,1.0,1.0,1.0,TXFFWCPTQAOPNJ-UHFFFAOYSA-N
O=C(c1cc(n(c1C)C)c1ccccc1)NCCCN1CCN(CC1)c1cccc(c1Cl)Cl,1,1.0,1.0,1.0,1.0,1.0,YIHQDWZWZRGAIH-UHFFFAOYSA-N
c1c(Cl)cccc1-c2ccc(cc2)C#Cc([n+]3C)cccc3C#Cc(cc4)ccc4-c5cccc(Cl)c5,1,1.0,1.0,1.0,1.0,1.0,JCXVEXWOXFIVQA-UHFFFAOYSA-N
Clc1cc2c(n(cc2C2CCN(CC2)CCN2CCNC2=O)C2CCCCC2)cc1,1,1.0,1.0,1.0,1.0,1.0,GSNUVPVGNUTESH-UHFFFAOYSA-N
c1cccc(c12)c(ns2)N(CC3)CCN3CCc(c4)ccc(c45)[C@H](CC5)NC(=O)C6CC6,1,1.0,1.0,1.0,1.0,1.0,LSIUKLXQSPBSEE-QHCPKHFHSA-N
Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)N(CC4)CCC4n5ccnc5,1,1.0,1.0,1.0,1.0,1.0,ZQXPNWSXFWKXRZ-UHFFFAOYSA-N
O(C)c1cc(ccc1OC)CC[NH+](CCC[C@@](C(C)C)(C#N)c1cc(OC)c(OC)cc1)C,1,1.0,1.0,1.0,1.0,1.0,SGTNSNPWRIOYBX-MHZLTWQESA-O
C1CCC(CC1)c1c[nH]c(n1)C1NC(C2CCOCC2)c2c(C1)c1ccccc1[nH]2,1,1.0,1.0,1.0,1.0,1.0,JXVGPGJMRYIUJF-UHFFFAOYSA-N
Clc1ccc(cc1)C(=O)C1CCN(CC1)CCc1ccc(c(c1)Cl)Cl,1,1.0,1.0,1.0,1.0,1.0,JJAQXDSMGSFRJT-UHFFFAOYSA-N
c1c(Cl)ccc(c12)n(CCCCC)c(=O)nc2NC3CCN(CC3)Cc(c4)ccc(c45)OCO5,1,1.0,1.0,1.0,1.0,1.0,VMFNUQHBZCMQRZ-UHFFFAOYSA-N
c1cccc(c12)c(ns2)N(CC3)CCN3CCc(c4)ccc(c45)[C@H](CC5)NC(=O)c(cc6)ccc6F,1,1.0,1.0,1.0,1.0,1.0,PHCUGENQVJPTLC-SANMLTNESA-N
Cc1ccc(cc1)CCOCc1cccc([n+]1C)COCCc1ccc(cc1)C,1,1.0,1.0,1.0,1.0,1.0,XQTBOAKOOMTWBR-UHFFFAOYSA-N
Cc1ccc(cc1)CN1CCC(CC1)CNC(=O)c1cc(Cl)cc(c1)Cl,1,1.0,1.0,1.0,1.0,1.0,VRVONDCSZOZMRU-UHFFFAOYSA-N
Clc1cc2c(n(cc2C2CCN(CC2)CCN2CCNC2=O)-c2ccc(cc2)CC(OC)=O)cc1,1,1.0,1.0,1.0,1.0,1.0,IKIDYUZRZURTHB-UHFFFAOYSA-N
Brc1ccc(cc1)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1cccc2c1ccc(n2)C,1,1.0,1.0,1.0,1.0,1.0,VUFRFPUOFHXBBM-HRFSGMKKSA-N
CC(C)[C@]4(C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC[C@@H](N3CCC(c2ccncn2)CC3)C4,1,1.0,1.0,1.0,1.0,1.0,VAKGFJFMMQQEIE-RDGATRHJSA-N
Cc1cc(Cl)c(c(Cl)c1)OCCOc2ccc(cc2)[C@H]3CCNC[C@@H]3C(=O)N(C4CC4)Cc(c5)cc(CCCOC)cc5OCC(C)(C)O,1,1.0,1.0,1.0,1.0,1.0,VHSIEYYFBUUDJV-NOCHOARKSA-N
CC1CCC(CC1)c1nnc(n1C)SCCCN1CCc2c(CC1)ccc(c2)c1noc(c1)C,1,1.0,1.0,1.0,1.0,1.0,SQQYHALTXOFUNG-UHFFFAOYSA-N
CCCN(CC(COc1ccc(cc1)NS(=O)(=O)C)O)CCc1ccc(c(c1)Cl)Cl,1,1.0,1.0,1.0,1.0,1.0,GTHAOZQJYKITBT-UHFFFAOYSA-N
CCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(C)(=O)=O)cc2,1,1.0,1.0,1.0,1.0,1.0,GTHAOZQJYKITBT-SFHVURJKSA-N
CCOC(=O)C1=C[C@]2(CC)CCCN3[C@@H]2c2n1c1ccccc1c2CC3,1,1.0,1.0,1.0,1.0,1.0,DDNCQMVWWZOMLN-IRLDBZIGSA-N
Clc1ccc(c(c1)F)Oc1ncc2c(c1)c(=O)n(c(n2)C)CC1CCCN(C1)C(C)C,1,1.0,1.0,1.0,1.0,1.0,ONJYCUBPRIPKCO-UHFFFAOYSA-N
Cn1c(CCCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ccccc1Cl,1,1.0,1.0,1.0,1.0,1.0,NBNPHFSVDRKHTO-GBAXHLBXSA-N
Cn1c(CCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ccc(cc1)OC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,UJJCCBQJZZQOLL-PIFIWZBESA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1cccnc1,1,1.0,1.0,1.0,1.0,1.0,BLQLPPFWAKBJSW-UHFFFAOYSA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1nccnc1,1,1.0,1.0,1.0,1.0,1.0,IYZBRQAAJGEDNI-UHFFFAOYSA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2cccc(c2)OC(F)(F)F)nnc1c1nccnc1,1,1.0,1.0,1.0,1.0,1.0,IZZNYYLQSUDWDO-UHFFFAOYSA-N
Cn1c(SCCCN2CCc3c(CC2)cc2c(c3)c(C)no2)nnc1c1ccc(cc1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,FLIIXHVRMXEDPQ-UHFFFAOYSA-N
COC(=O)C1(CCN(CC1)Cc1ccc(cc1)OC)CNC(=O)c1cc(Cl)cc(c1)Cl,1,1.0,1.0,1.0,1.0,1.0,UWDMHXWMJHLZEH-UHFFFAOYSA-N
COc1c(cc(cc1C(C)(C)C)CN1CCN(CC1)C(=O)CCCCC(c1ccc(cc1)F)c1ccc(cc1)F)C(C)(C)C,1,1.0,1.0,1.0,1.0,1.0,WFWWRMLXRXPPQR-UHFFFAOYSA-N
CS(=O)(=O)N1CCN(CC1)Cc1ccnc(c1)Nc1ncc(s1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,YFVAGXCBQNGTOV-UHFFFAOYSA-N
FC(Oc1ccc(cc1)c1c[nH]c(n1)[C@@H]1N[C@H](C2CCOCC2)c2c(C1)c1ccccc1[nH]2)(F)F,1,1.0,1.0,1.0,1.0,1.0,SNSIAHRYDCJHNH-FYYLOGMGSA-N
Cc1onc(c1)c1ccc2c(c1)CCN(CC2)CCCSc1nnc(n1C)c1cccs1,1,1.0,1.0,1.0,1.0,1.0,DSJQIICDRFEFMZ-UHFFFAOYSA-N
CCCCCCCN1CCC(CC1)C(=O)c1ccc(cc1)Cl,1,1.0,1.0,1.0,1.0,1.0,WUQKVUWAWWXIRX-UHFFFAOYSA-N
Cc1cccnc1CN1CCC2(CC1)c1ccccc1N(C2=O)c1ccc(cc1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,OENWMSHFDNZIBX-UHFFFAOYSA-N
CCCCCCCN(CCCCCc1ccc(cc1)Cl)CC,1,1.0,1.0,1.0,1.0,1.0,VTGKTNLOQSITFF-UHFFFAOYSA-N
c1c(C)cccc1-c2ccc(cc2)C#Cc([n+]3C)cccc3C#Cc(cc4)ccc4-c5cccc(c5)C,1,1.0,1.0,1.0,1.0,1.0,KXDCVRXJTXGTSL-UHFFFAOYSA-N
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,1,1.0,1.0,1.0,1.0,1.0,FPCCSQOGAWCVBH-UHFFFAOYSA-N
Clc1cc2NC(=O)Cc2cc1CC[NH+]1CCN(CC1)c1nsc2c1cccc2,1,1.0,1.0,1.0,1.0,1.0,MVWVFYHBGMAFLY-UHFFFAOYSA-O
S(C[C@@H]1C[C@@H]2[C@H]([NH+](C1)CCC)C[C@@H]1c3c2cccc3N=C1)C,1,1.0,1.0,1.0,1.0,1.0,NKPQTGNIPWSNNX-YQYZPQCESA-O
C[C@@H]1CCCN1CCc4ccc3cc(c2ccc(C#N)cc2)ccc3c4,1,1.0,1.0,1.0,1.0,1.0,AULXVGJBLMFJCV-GOSISDBHSA-N
c1c(Cl)ccc(c12)n(CC(F)(F)F)c(=O)nc2N[C@H](C[C@H]34)C[C@@H](CC3)N4c(c5)ccc(c56)OCO6,1,1.0,1.0,1.0,1.0,1.0,ONHQTVVFMQNNQJ-MUJYYYPQSA-N
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1c2cccn1)c1ccc(cc1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,CPBRQQKLCJBJCH-UHFFFAOYSA-N
CCCc1nc(C#N)nc(c1)c1cc(cc(c1)C(F)(F)F)C(=O)N(Cc1ccccc1)CCN(C)C,1,1.0,1.0,1.0,1.0,1.0,AGGVJWZHDDIPAU-UHFFFAOYSA-N
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3c1c2ccc3,1,1.0,1.0,1.0,1.0,1.0,YEHCICAEULNIGD-MZMPZRCHSA-N
Clc1ccc2c(c1)c(NC1CC3CCC(C1)N3Cc1ccc3c(c1)OCO3)nc(=O)n2CC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,TUISOQBOQRFWFJ-UHFFFAOYSA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1cccnn1,1,1.0,1.0,1.0,1.0,1.0,RPAZQDWESIXCRX-UHFFFAOYSA-N
COc1ccc(cc1)C1CN(CC1CC(=O)Nc1cccc(c1)Cl)CCC1CCOCC1,1,1.0,1.0,1.0,1.0,1.0,KGFPROOGUUWDFD-UHFFFAOYSA-N
COc1ccc2c(c1)ncnc2N1CCC(CC1)CCNS(=O)(=O)N,1,1.0,1.0,1.0,1.0,1.0,HMZMHGXPYUPLSC-UHFFFAOYSA-N
CS(=O)(=O)Nc1ccc2c(c1)[nH]c(n2)Cc1ccc(cc1)Oc1ccccc1,1,1.0,1.0,1.0,1.0,1.0,YOUFPIVQKJMXMT-UHFFFAOYSA-N
Nc1ccc2c(c1)[nH]c(n2)Cc1ccc(cc1)Oc1ccccc1,1,1.0,1.0,1.0,1.0,1.0,KVTYWLATLSZWKO-UHFFFAOYSA-N
O=C(C(O)C)NC1CC(C)(C)Oc2c1cc(c1ccc(cc1)Cl)c(n2)c1ccc(cc1Cl)Cl,1,1.0,1.0,1.0,1.0,1.0,XCFWDLWOCXSJOK-UHFFFAOYSA-N
S1CCC(CC1)C1NC(Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,LRRPBUZCJGWMNN-UHFFFAOYSA-N
C1C[C@@H](N2)C[C@@H](C[C@H]12)Oc(cc(c3)C#N)nc3-c4ccccc4,1,1.0,1.0,1.0,1.0,1.0,NRKLSKYRBUUDLU-FVQHAEBGSA-N
O=C(C1CCC1)NC(c1ccccc1)CC(N1CCC(CC1)c1[nH]ncc1c1ccncc1)C,1,1.0,1.0,1.0,1.0,1.0,XFUXIQVTGGYUOZ-UHFFFAOYSA-N
Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)N(CC4)CCC4N(C)CCO,1,1.0,1.0,1.0,1.0,1.0,LFSBNTMFCXGIEC-UHFFFAOYSA-N
OC(=O)CN(CCc1ccc(cc1)[N+](=O)[O-])CCOc1ccc(cc1)[N+](=O)[O-],1,1.0,1.0,1.0,1.0,1.0,AFAKQMFVFSCGKW-UHFFFAOYSA-N
c1c(Cl)ccc(c12)[nH]c(=O)cc2NC3CCN(CC3)Cc(c4)ccc(c45)OCO5,1,1.0,1.0,1.0,1.0,1.0,SNBBROUTMGTRAU-UHFFFAOYSA-N
c1ccc(cc1)COc1ccc(cc1)CCNc1ccncc1,1,1.0,1.0,1.0,1.0,1.0,WPBRSJXCRWSAHJ-UHFFFAOYSA-N
c1cccc(CC2)c1OC23CCN(CC3)CCc(c(F)c4)ccc4F,1,1.0,1.0,1.0,1.0,1.0,HMDHSUIMQILHRP-UHFFFAOYSA-N
C1NCC[C@@H](F)[C@@H]1c2c([nH]c(c23)cc(F)cc3)-c4cccc(c45)cccc5,1,1.0,1.0,1.0,1.0,1.0,XWGNKABGVNJFEL-WOJBJXKFSA-N
Clc1ccc(cc1)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,JASDXILVHIDXCQ-IERDGZPVSA-N
Clc1cccc(c1)CN1CCC([N+](CCCNC(=O)OC(C)(C)C)Cc2[nH0](c[nH0]c2)Cc2ccc(C#N)cc2)C1=O,1,1.0,1.0,1.0,1.0,1.0,QCTIKCLKJVJKPA-UHFFFAOYSA-N
COc1c(cc(cc1C(C)(C)C)CN1CCC(C1)CNCCCCCC(c1ccc(cc1)F)c1ccc(cc1)F)C(C)(C)C,1,1.0,1.0,1.0,1.0,1.0,WYNCUEJLIAVRPR-UHFFFAOYSA-N
COc1c(OC)ccc2c1c[n+](C)c1c2ccc2c1cc1OCOc1c2,1,1.0,1.0,1.0,1.0,1.0,LLEJIEBFSOEYIV-UHFFFAOYSA-N
Fc1ccc2c([nH]c(c3cccc4ccccc43)c2C2C[N+]CCC2F)c1,1,1.0,1.0,1.0,1.0,1.0,SILJHCXUWZCQPC-UHFFFAOYSA-N
N#Cc1ccc(cc1)Cn1cncc1CN(C1CCN(C1=O)Cc1cccc(c1)Cl)CCCNC(=O)OCc1ccccc1,1,1.0,1.0,1.0,1.0,1.0,XTNYALVXPCSSPV-UHFFFAOYSA-N
Clc1cc(ccc1)CN1CC[C@@H]([NH+](Cc2n(cnc2)Cc2ccc(cc2)C#N)CCCNC(OC(C)(C)C)=O)C1=O,1,1.0,1.0,1.0,1.0,1.0,GDPDFNXDSFOTHH-MUUNZHRXSA-O
Fc1cc2[nH]c(-c3c4c(ccc3)cccc4)c(c2cc1)[C@@H]1C[NH2+]CC[C@@H]1F,1,1.0,1.0,1.0,1.0,1.0,XWGNKABGVNJFEL-UXHICEINSA-O
CCCCCCCCCCCCc([n+]1C)cccc1CCCCCCCCCCCC,1,1.0,1.0,1.0,1.0,1.0,MZWWWRMFMJEPIK-UHFFFAOYSA-N
C[C@@H]1CCCN1C4C[C@@H](c3ccc(c2ccc(C#N)cc2)cc3)C4,1,1.0,1.0,1.0,1.0,1.0,DQUUMUHVZGIZNI-NYYVNYEXSA-N
C1CC[C@@H](C)N1[C@@H](C2)C[C@H]2c(cc3)ccc3-c(cc4)ccc4C#N,1,1.0,1.0,1.0,1.0,1.0,DQUUMUHVZGIZNI-NPFVIJTESA-N
Cc1ccc(cc1)COCc1cccc([n+]1C)COCc1ccc(cc1)C,1,1.0,1.0,1.0,1.0,1.0,BQGQVEOXHXEQQD-UHFFFAOYSA-N
Fc1ccc(cc1)C(=O)C1CC[N+](CC1)CCN1C(=O)Nc2ccccc2C1=O,1,1.0,1.0,1.0,1.0,1.0,FQSWGCUYFICFFX-UHFFFAOYSA-N
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,PLDUPXSUYLZYBN-UHFFFAOYSA-N
Cc1ccc(cc1)C(=O)C1CCN(CC1)CCCc1ccccc1,1,1.0,1.0,1.0,1.0,1.0,OEEYDACTGCXLNJ-UHFFFAOYSA-N
COc1ccc(cc1)Cn(c(c23)cccc2)c(n3)N(CC4)CCC4N(C)CC5CCOCC5,1,1.0,1.0,1.0,1.0,1.0,TVKCCIBAUDHHBL-UHFFFAOYSA-N
c1cccc(c12)snc2N(CC3)CCN3CCc(c4)ccc(c45)CC[C@@H]5NC(=O)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,ZUJPXZIUFHGAJI-FQEVSTJZSA-N
Cc1ccc(cc1)c1c[nH]c(n1)[C@@H]1N[C@H](C2CCOCC2)c2c(C1)c1ccccc1[nH]2,1,1.0,1.0,1.0,1.0,1.0,BPXANCDAUIMICT-ISKFKSNPSA-N
N#Cc1ccnc(c1)C1=NC(CN1)(c1ccc(cc1)F)c1ccc(cc1)F,1,1.0,1.0,1.0,1.0,1.0,KEJJLAINBBOGHE-UHFFFAOYSA-N
[H][C@@H](OC1CCC3NC1(c2ccccc2)CC3c4nnn(C)n4)c5cc(C(F)(F)F)cc(C(F)(F)F)c5,1,1.0,1.0,1.0,1.0,1.0,YYYWTXUDIDHHTH-UHFFFAOYSA-N
C(CCCCCCCC)(=O)NCc1cc(c(cc1)C[C@@H](CO)O)OC,1,1.0,1.0,1.0,1.0,1.0,ZPRQZUALRQVYOJ-SFHVURJKSA-N
C=CCN1CC2C(C1)(C2)c1ccc(cc1)NS(=O)(=O)c1ccc(cc1)C(C)C,1,1.0,1.0,1.0,1.0,1.0,KRDDFKSJWNNSAT-UHFFFAOYSA-N
c1cc(C)nc(c12)cccc2N(CC3)CCN3CCc(cc4)cc(c45)OCC(=O)N5,1,1.0,1.0,1.0,1.0,1.0,XQAYTEUNMDESNV-UHFFFAOYSA-N
Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCCN1CCc2c(CC1)cc1c(c2)oc(n1)C(C(F)(F)F)(F)F,1,1.0,1.0,1.0,1.0,1.0,HRUTWQCXFHLYSD-UHFFFAOYSA-N
Cc1ncoc1c1nnc(n1C)SCCCN1CC2C(C1)N(CC2)c1ccc(cc1)OC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,SOTGCULHLGVSKQ-UHFFFAOYSA-N
Cc1noc(c1)c1nnc(n1C)SCCCN1CC2C(C1)N(CC2)c1ccc(cc1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,MRFCADRSWRCQFQ-UHFFFAOYSA-N
Cc1onc(c1)c1ccc2c(c1)CCN(CC2)CCCSc1nnc(n1C)c1ccc(cc1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,MMHPZQOEUVHNBB-UHFFFAOYSA-N
CCNC(=O)N[C@@H](Cc1ccc(c(c1)Cl)Cl)CCN1CC[C@H](CC1)c1c(CC)n(c2c1ccc(c2)F)c1ccc(cn1)C(=O)OC,1,1.0,1.0,1.0,1.0,1.0,LGOIHCUQXWJJQO-AREMUKBSSA-N
CCOc1cc(ccc1OC)CN1CCC(CC1)Nc1nc2c(o1)cccc2,1,1.0,1.0,1.0,1.0,1.0,WUXDFTYUVPKGCE-UHFFFAOYSA-N
CCOc4cc(CCN3CCC(Nc2nc1ccccc1o2)CC3)ccc4OC,1,1.0,1.0,1.0,1.0,1.0,LMTKAUFXBCGCJZ-UHFFFAOYSA-N
Clc1cc(Cl)cc(c1)N1CCC2C1CN(C2)CCCSc1nnc(n1C)c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,JYMJYHGKDBZGLV-UHFFFAOYSA-N
Clc1cnc(cc1)NC(=O)c2c(cccc2)NC(=O)c(cc3)ccc3/C(=N/[H])N(C)C,1,1.0,1.0,1.0,1.0,1.0,PPHVBIYZGFXZSA-GFMRDNFCSA-N
CN(CCN1C(=O)C(NC(=O)CCc2ccc(cc2Cl)Cl)N=C(c2c1cccc2)c1ccccc1)C,1,1.0,1.0,1.0,1.0,1.0,OQOSJOKFEMDDPM-UHFFFAOYSA-N
Cn1c(CCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1ccccc1F,1,1.0,1.0,1.0,1.0,1.0,SNTNNYRQVPBAGA-JKSFWZLDSA-N
Cn1c(CCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1cscc1,1,1.0,1.0,1.0,1.0,1.0,HFZOTTQLIACSJC-AVKWCDSFSA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1C1CCCC1,1,1.0,1.0,1.0,1.0,1.0,IONCAKHVNMAPQA-UHFFFAOYSA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1C1CCCCC1,1,1.0,1.0,1.0,1.0,1.0,QRRCESJWXMIGPS-UHFFFAOYSA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1ccncc1,1,1.0,1.0,1.0,1.0,1.0,KFMWSHDUFMIMRO-UHFFFAOYSA-N
Cn1c(SCCCN2CC3C(C2)N(CC3)c2ccc(cc2)C(F)(F)F)nnc1c1ccncn1,1,1.0,1.0,1.0,1.0,1.0,IVXOADYRPYSQPC-UHFFFAOYSA-N
